1	4	110880
2	2	110880
3	1	110880
4	1	110880
5	1	110880
6	1	110880
7	2	110880
8	2	110880
9	1	110880
10	2	110880
11	1	110880
12	1	110880
14	1	110880
15	2	110880
16	2	110880
18	2	110880
20	1	110880
21	1	110880
22	1	110880
24	1	110880
28	1	110880
30	2	110880
32	1	110880
33	1	110880
35	1	110880
36	1	110880
40	1	110880
42	1	110880
44	2	110880
45	1	110880
48	1	110880
55	1	110880
56	2	110880
60	1	110880
63	1	110880
66	1	110880
70	1	110880
72	2	110880
77	2	110880
80	2	110880
84	1	110880
88	1	110880
90	1	110880
96	2	110880
99	2	110880
105	3	110880
110	2	110880
112	2	110880
120	3	110880
126	2	110880
132	2	110880
140	3	110880
144	2	110880
154	2	110880
160	4	110880
165	3	110880
168	3	110880
176	3	110880
180	3	110880
198	3	110880
210	3	110880
220	4	110880
224	4	110880
231	4	110880
240	5	110880
252	5	110880
264	5	110880
280	6	110880
288	6	110880
308	7	110880
315	7	110880
330	7	110880
336	7	110880
352	8	110880
360	7	110880
385	7	110880
396	8	110880
420	8	110880
440	8	110880
462	9	110880
480	9	110880
495	9	110880
504	9	110880
528	10	110880
560	10	110880
616	11	110880
630	11	110880
660	11	110880
672	12	110880
693	12	110880
720	13	110880
770	13	110880
792	15	110880
840	16	110880
880	15	110880
924	16	110880
990	18	110880
1008	19	110880
1056	18	110880
1120	19	110880
1155	21	110880
1232	22	110880
1260	23	110880
1320	24	110880
1386	24	110880
1440	25	110880
1540	27	110880
1584	28	110880
1680	29	110880
1760	31	110880
1848	33	110880
1980	36	110880
2016	37	110880
2310	43	110880
2464	44	110880
2520	46	110880
2640	51	110880
2772	52	110880
3080	60	110880
3168	60	110880
3360	65	110880
3465	68	110880
3696	72	110880
3960	76	110880
4620	91	110880
5040	98	110880
5280	102	110880
5544	110	110880
6160	122	110880
6930	134	110880
7392	145	110880
7920	157	110880
9240	178	110880
10080	196	110880
11088	212	110880
12320	241	110880
13860	269	110880
15840	306	110880
18480	359	110880
22176	432	110880
27720	538	110880
