1,21,554400
2,10,554400
3,7,554400
4,6,554400
5,6,554400
6,5,554400
7,5,554400
8,5,554400
9,5,554400
10,5,554400
11,5,554400
12,5,554400
14,5,554400
15,4,554400
16,5,554400
18,5,554400
20,5,554400
21,5,554400
22,4,554400
24,4,554400
25,4,554400
28,4,554400
30,4,554400
32,4,554400
33,4,554400
35,4,554400
36,4,554400
40,4,554400
42,4,554400
44,4,554400
45,4,554400
48,4,554400
50,5,554400
55,5,554400
56,5,554400
60,5,554400
63,5,554400
66,5,554400
70,5,554400
72,5,554400
75,5,554400
77,4,554400
80,5,554400
84,5,554400
88,5,554400
90,4,554400
96,5,554400
99,5,554400
100,5,554400
105,4,554400
110,5,554400
112,5,554400
120,5,554400
126,5,554400
132,5,554400
140,5,554400
144,6,554400
150,5,554400
154,5,554400
160,5,554400
165,5,554400
168,5,554400
175,5,554400
176,5,554400
180,6,554400
198,5,554400
200,5,554400
210,5,554400
220,6,554400
224,6,554400
225,6,554400
231,6,554400
240,6,554400
252,6,554400
264,6,554400
275,7,554400
280,6,554400
288,6,554400
300,6,554400
308,7,554400
315,7,554400
330,7,554400
336,7,554400
350,8,554400
352,8,554400
360,8,554400
385,8,554400
396,8,554400
400,8,554400
420,9,554400
440,9,554400
450,10,554400
462,9,554400
480,9,554400
495,10,554400
504,10,554400
525,11,554400
528,11,554400
550,11,554400
560,11,554400
600,12,554400
616,13,554400
630,13,554400
660,13,554400
672,13,554400
693,14,554400
700,13,554400
720,14,554400
770,16,554400
792,16,554400
800,15,554400
825,15,554400
840,16,554400
880,16,554400
900,15,554400
924,16,554400
990,18,554400
1008,19,554400
1050,21,554400
1056,23,554400
1100,22,554400
1120,21,554400
1155,21,554400
1200,23,554400
1232,23,554400
1260,23,554400
1320,26,554400
1386,27,554400
1400,27,554400
1440,29,554400
1540,32,554400
1575,33,554400
1584,33,554400
1650,33,554400
1680,34,554400
1760,36,554400
1800,37,554400
1848,37,554400
1925,39,554400
1980,38,554400
2016,39,554400
2100,42,554400
2200,41,554400
2310,42,554400
2400,44,554400
2464,46,554400
2475,45,554400
2520,46,554400
2640,47,554400
2772,57,554400
2800,51,554400
3080,55,554400
3150,56,554400
3168,57,554400
3300,58,554400
3360,59,554400
3465,63,554400
3600,64,554400
3696,66,554400
3850,69,554400
3960,70,554400
4200,75,554400
4400,79,554400
4620,83,554400
4950,86,554400
5040,94,554400
5280,94,554400
5544,97,554400
5600,99,554400
5775,104,554400
6160,110,554400
6300,112,554400
6600,118,554400
6930,125,554400
7200,130,554400
7392,133,554400
7700,138,554400
7920,141,554400
8400,150,554400
8800,161,554400
9240,169,554400
9900,185,554400
10080,181,554400
11088,206,554400
11550,218,554400
12320,231,554400
12600,244,554400
13200,252,554400
13860,260,554400
15400,296,554400
15840,300,554400
16800,321,554400
17325,334,554400
18480,355,554400
19800,380,554400
22176,426,554400
23100,446,554400
25200,483,554400
26400,517,554400
27720,533,554400
30800,589,554400
