1,26046,720720
2,12987,720720
3,9038,720720
4,7332,720720
5,7424,720720
6,6455,720720
7,5574,720720
8,6406,720720
9,6762,720720
10,6146,720720
11,5716,720720
12,5141,720720
13,5730,720720
14,5471,720720
15,5141,720720
16,5150,720720
18,5556,720720
20,5135,720720
21,5281,720720
22,5109,720720
24,5068,720720
26,5229,720720
28,4984,720720
30,5325,720720
33,5387,720720
35,5232,720720
36,4879,720720
39,5247,720720
40,5111,720720
42,5293,720720
44,4931,720720
45,5273,720720
48,4893,720720
52,5148,720720
55,5384,720720
56,5420,720720
60,6276,720720
63,5038,720720
65,5181,720720
66,6495,720720
70,5586,720720
72,6264,720720
77,6578,720720
78,6414,720720
80,5896,720720
84,6205,720720
88,6154,720720
90,6032,720720
91,6569,720720
99,6250,720720
104,6412,720720
105,6333,720720
110,6287,720720
112,6015,720720
117,6181,720720
120,6052,720720
126,6126,720720
130,6346,720720
132,6539,720720
140,6024,720720
143,6127,720720
144,6184,720720
154,5959,720720
156,6206,720720
165,6125,720720
168,6339,720720
176,6226,720720
180,6102,720720
182,6471,720720
195,6274,720720
198,6677,720720
208,6626,720720
210,7017,720720
220,6663,720720
231,6560,720720
234,6608,720720
240,6803,720720
252,7119,720720
260,7075,720720
264,7331,720720
273,7492,720720
280,7297,720720
286,7509,720720
308,7319,720720
312,7832,720720
315,7501,720720
330,7861,720720
336,14028,720720
360,9693,720720
364,9891,720720
385,10575,720720
390,9079,720720
396,8403,720720
420,8387,720720
429,8562,720720
440,8670,720720
455,8907,720720
462,9081,720720
468,9578,720720
495,10209,720720
504,10115,720720
520,10474,720720
528,10654,720720
546,11750,720720
560,11681,720720
572,11819,720720
585,12012,720720
616,12435,720720
624,12639,720720
630,12849,720720
660,13333,720720
693,13379,720720
715,13786,720720
720,14321,720720
728,14439,720720
770,15895,720720
780,14852,720720
792,15585,720720
819,16842,720720
840,16348,720720
858,16173,720720
880,16631,720720
910,16754,720720
924,17126,720720
936,17867,720720
990,17881,720720
1001,18812,720720
1008,18273,720720
1040,18689,720720
1092,19814,720720
1144,20153,720720
1155,20287,720720
1170,20605,720720
1232,21699,720720
1260,22034,720720
1287,22311,720720
1320,24187,720720
1365,24671,720720
1386,24564,720720
1430,26001,720720
1456,26625,720720
1540,28029,720720
1560,30110,720720
1584,28259,720720
1638,30528,720720
1680,31482,720720
1716,31568,720720
1820,39157,720720
1848,39054,720720
1872,36765,720720
1980,39255,720720
2002,39788,720720
2145,43297,720720
2184,43682,720720
2288,45149,720720
2310,45118,720720
2340,45865,720720
2520,48158,720720
2574,50614,720720
2640,50323,720720
2730,52401,720720
2772,51868,720720
2860,52664,720720
3003,53857,720720
3080,54920,720720
3120,55393,720720
3276,58836,720720
3432,60507,720720
3465,62087,720720
3640,66973,720720
3696,64627,720720
3960,68106,720720
4004,68754,720720
4095,69878,720720
4290,73589,720720
4368,75783,720720
4620,79173,720720
4680,81140,720720
5005,86616,720720
5040,86238,720720
5148,88697,720720
5460,93298,720720
5544,97914,720720
5720,98638,720720
6006,102644,720720
6160,105441,720720
6435,110081,720720
6552,112223,720720
6864,118419,720720
6930,118900,720720
7280,124286,720720
7920,136454,720720
8008,137546,720720
8190,139875,720720
8580,146176,720720
9009,154508,720720
9240,158221,720720
9360,160338,720720
10010,175273,720720
10296,177502,720720
10920,188440,720720
11088,190397,720720
11440,195794,720720
12012,206840,720720
12870,226424,720720
13104,227436,720720
13860,243420,720720
15015,261356,720720
16016,286453,720720
16380,291166,720720
17160,303779,720720
18018,324082,720720
18480,326727,720720
20020,361196,720720
20592,379571,720720
21840,400480,720720
24024,438192,720720
25740,476618,720720
27720,504830,720720
30030,549957,720720
