1,135,3603600
2,66,3603600
3,44,3603600
4,36,3603600
5,37,3603600
6,32,3603600
7,27,3603600
8,27,3603600
9,31,3603600
10,28,3603600
11,30,3603600
12,25,3603600
13,27,3603600
14,25,3603600
15,24,3603600
16,25,3603600
18,26,3603600
20,24,3603600
21,25,3603600
22,25,3603600
24,24,3603600
25,24,3603600
26,26,3603600
28,24,3603600
30,23,3603600
33,24,3603600
35,23,3603600
36,23,3603600
39,23,3603600
40,23,3603600
42,23,3603600
44,24,3603600
45,23,3603600
48,24,3603600
50,24,3603600
52,23,3603600
55,23,3603600
56,23,3603600
60,26,3603600
63,27,3603600
65,24,3603600
66,23,3603600
70,23,3603600
72,23,3603600
75,23,3603600
77,23,3603600
78,22,3603600
80,23,3603600
84,23,3603600
88,23,3603600
90,22,3603600
91,23,3603600
99,23,3603600
100,23,3603600
104,23,3603600
105,23,3603600
110,23,3603600
112,24,3603600
117,23,3603600
120,23,3603600
126,25,3603600
130,24,3603600
132,23,3603600
140,23,3603600
143,24,3603600
144,24,3603600
150,24,3603600
154,24,3603600
156,25,3603600
165,24,3603600
168,24,3603600
175,24,3603600
176,24,3603600
180,27,3603600
182,26,3603600
195,24,3603600
198,24,3603600
200,24,3603600
208,27,3603600
210,27,3603600
220,27,3603600
225,30,3603600
231,28,3603600
234,27,3603600
240,29,3603600
252,26,3603600
260,25,3603600
264,26,3603600
273,27,3603600
275,26,3603600
280,28,3603600
286,26,3603600
300,27,3603600
308,29,3603600
312,29,3603600
315,28,3603600
325,31,3603600
330,29,3603600
336,29,3603600
350,30,3603600
360,30,3603600
364,30,3603600
385,30,3603600
390,29,3603600
396,28,3603600
400,30,3603600
420,31,3603600
429,29,3603600
440,31,3603600
450,30,3603600
455,32,3603600
462,28,3603600
468,30,3603600
495,30,3603600
504,30,3603600
520,32,3603600
525,31,3603600
528,36,3603600
546,37,3603600
550,32,3603600
560,29,3603600
572,31,3603600
585,31,3603600
600,29,3603600
616,33,3603600
624,29,3603600
630,30,3603600
650,31,3603600
660,31,3603600
693,33,3603600
700,32,3603600
715,31,3603600
720,32,3603600
728,32,3603600
770,33,3603600
780,32,3603600
792,32,3603600
819,31,3603600
825,33,3603600
840,33,3603600
858,33,3603600
880,33,3603600
900,34,3603600
910,31,3603600
924,32,3603600
936,32,3603600
975,33,3603600
990,34,3603600
1001,34,3603600
1008,44,3603600
1040,34,3603600
1050,34,3603600
1092,34,3603600
1100,34,3603600
1144,34,3603600
1155,34,3603600
1170,34,3603600
1200,35,3603600
1232,35,3603600
1260,34,3603600
1287,36,3603600
1300,36,3603600
1320,36,3603600
1365,37,3603600
1386,38,3603600
1400,38,3603600
1430,38,3603600
1456,38,3603600
1540,39,3603600
1560,39,3603600
1575,40,3603600
1584,40,3603600
1638,40,3603600
1650,40,3603600
1680,41,3603600
1716,41,3603600
1800,47,3603600
1820,47,3603600
1848,42,3603600
1872,44,3603600
1925,44,3603600
1950,44,3603600
1980,44,3603600
2002,45,3603600
2100,47,3603600
2145,48,3603600
2184,49,3603600
2200,49,3603600
2275,51,3603600
2288,49,3603600
2310,50,3603600
2340,52,3603600
2475,54,3603600
2520,55,3603600
2574,56,3603600
2600,57,3603600
2640,57,3603600
2730,61,3603600
2772,63,3603600
2800,59,3603600
2860,60,3603600
2925,61,3603600
3003,62,3603600
3080,64,3603600
3120,65,3603600
3150,65,3603600
3276,68,3603600
3300,68,3603600
3432,71,3603600
3465,70,3603600
3575,76,3603600
3600,75,3603600
3640,75,3603600
3696,85,3603600
3850,79,3603600
3900,79,3603600
3960,81,3603600
4004,83,3603600
4095,84,3603600
4200,86,3603600
4290,85,3603600
4368,87,3603600
4400,87,3603600
4550,90,3603600
4620,91,3603600
4680,94,3603600
4950,96,3603600
5005,97,3603600
5040,95,3603600
5148,101,3603600
5200,98,3603600
5460,101,3603600
5544,100,3603600
5720,103,3603600
5775,105,3603600
5850,108,3603600
6006,116,3603600
6160,111,3603600
6300,115,3603600
6435,118,3603600
6552,120,3603600
6600,122,3603600
6825,128,3603600
6864,129,3603600
6930,139,3603600
7150,135,3603600
7280,137,3603600
7700,151,3603600
7800,151,3603600
7920,155,3603600
8008,160,3603600
8190,170,3603600
8400,164,3603600
8580,168,3603600
9009,182,3603600
9100,181,3603600
9240,189,3603600
9360,201,3603600
9900,205,3603600
10010,207,3603600
10296,214,3603600
10725,221,3603600
10920,237,3603600
11088,227,3603600
11440,233,3603600
11550,230,3603600
11700,239,3603600
12012,243,3603600
12600,250,3603600
12870,254,3603600
13104,256,3603600
13200,262,3603600
13650,262,3603600
13860,263,3603600
14300,266,3603600
15015,278,3603600
15400,281,3603600
15600,283,3603600
16016,294,3603600
16380,299,3603600
17160,309,3603600
17325,310,3603600
18018,324,3603600
18200,321,3603600
18480,326,3603600
19800,356,3603600
20020,352,3603600
20475,362,3603600
20592,367,3603600
21450,377,3603600
21840,384,3603600
23100,419,3603600
23400,408,3603600
24024,428,3603600
25025,440,3603600
25200,448,3603600
25740,453,3603600
27300,480,3603600
27720,493,3603600
28600,500,3603600
30030,535,3603600
30800,544,3603600
