1	395	10810800
2	191	10810800
3	131	10810800
4	107	10810800
5	107	10810800
6	93	10810800
7	85	10810800
8	76	10810800
9	86	10810800
10	82	10810800
11	80	10810800
12	75	10810800
13	76	10810800
14	72	10810800
15	75	10810800
16	71	10810800
18	74	10810800
20	71	10810800
21	69	10810800
22	69	10810800
24	78	10810800
25	68	10810800
26	69	10810800
27	67	10810800
28	70	10810800
30	67	10810800
33	70	10810800
35	68	10810800
36	67	10810800
39	67	10810800
40	67	10810800
42	67	10810800
44	66	10810800
45	67	10810800
48	68	10810800
50	75	10810800
52	74	10810800
54	67	10810800
55	68	10810800
56	68	10810800
60	66	10810800
63	66	10810800
65	67	10810800
66	68	10810800
70	68	10810800
72	67	10810800
75	67	10810800
77	67	10810800
78	68	10810800
80	67	10810800
84	72	10810800
88	71	10810800
90	67	10810800
91	67	10810800
99	69	10810800
100	70	10810800
104	70	10810800
105	71	10810800
108	71	10810800
110	71	10810800
112	71	10810800
117	71	10810800
120	71	10810800
126	70	10810800
130	68	10810800
132	78	10810800
135	72	10810800
140	70	10810800
143	71	10810800
144	71	10810800
150	72	10810800
154	71	10810800
156	72	10810800
165	72	10810800
168	71	10810800
175	71	10810800
176	73	10810800
180	73	10810800
182	71	10810800
189	81	10810800
195	76	10810800
198	73	10810800
200	74	10810800
208	71	10810800
210	73	10810800
216	73	10810800
220	72	10810800
225	73	10810800
231	74	10810800
234	72	10810800
240	73	10810800
252	73	10810800
260	74	10810800
264	76	10810800
270	82	10810800
273	74	10810800
275	74	10810800
280	73	10810800
286	74	10810800
297	74	10810800
300	73	10810800
308	74	10810800
312	72	10810800
315	74	10810800
325	75	10810800
330	74	10810800
336	76	10810800
350	76	10810800
351	83	10810800
360	74	10810800
364	75	10810800
378	75	10810800
385	74	10810800
390	76	10810800
396	76	10810800
400	75	10810800
420	77	10810800
429	75	10810800
432	76	10810800
440	77	10810800
450	78	10810800
455	81	10810800
462	78	10810800
468	77	10810800
495	76	10810800
504	78	10810800
520	77	10810800
525	78	10810800
528	77	10810800
540	78	10810800
546	80	10810800
550	78	10810800
560	77	10810800
572	78	10810800
585	80	10810800
594	84	10810800
600	80	10810800
616	78	10810800
624	79	10810800
630	79	10810800
650	82	10810800
660	83	10810800
675	82	10810800
693	82	10810800
700	80	10810800
702	84	10810800
715	83	10810800
720	89	10810800
728	85	10810800
756	83	10810800
770	84	10810800
780	85	10810800
792	83	10810800
819	86	10810800
825	85	10810800
840	86	10810800
858	84	10810800
880	86	10810800
