1	2	55440
2	1	55440
3	1	55440
4	1	55440
5	1	55440
6	0	55440
7	1	55440
8	1	55440
9	1	55440
10	1	55440
11	1	55440
12	0	55440
14	0	55440
15	1	55440
16	1	55440
18	1	55440
20	0	55440
21	1	55440
22	1	55440
24	1	55440
28	0	55440
30	1	55440
33	1	55440
35	1	55440
36	0	55440
40	1	55440
42	1	55440
44	1	55440
45	2	55440
48	1	55440
55	1	55440
56	1	55440
60	1	55440
63	1	55440
66	1	55440
70	2	55440
72	2	55440
77	1	55440
80	1	55440
84	1	55440
88	1	55440
90	1	55440
99	1	55440
105	1	55440
110	2	55440
112	2	55440
120	2	55440
126	2	55440
132	3	55440
140	3	55440
144	3	55440
154	4	55440
165	4	55440
168	3	55440
176	3	55440
180	3	55440
198	3	55440
210	4	55440
220	4	55440
231	4	55440
240	4	55440
252	4	55440
264	4	55440
280	5	55440
308	5	55440
315	6	55440
330	5	55440
336	5	55440
360	6	55440
385	7	55440
396	7	55440
420	7	55440
440	8	55440
462	8	55440
495	8	55440
504	9	55440
528	9	55440
560	10	55440
616	11	55440
630	11	55440
660	11	55440
693	12	55440
720	13	55440
770	14	55440
792	16	55440
840	15	55440
880	15	55440
924	16	55440
990	20	55440
1008	19	55440
1155	22	55440
1232	23	55440
1260	24	55440
1320	25	55440
1386	25	55440
1540	30	55440
1584	30	55440
1680	32	55440
1848	35	55440
1980	39	55440
2310	45	55440
2520	49	55440
2640	53	55440
2772	55	55440
3080	61	55440
3465	65	55440
3696	72	55440
3960	76	55440
4620	89	55440
5040	98	55440
5544	106	55440
6160	119	55440
6930	136	55440
7920	151	55440
9240	179	55440
11088	214	55440
13860	266	55440
18480	360	55440
27720	537	55440
