1,261,7207200
2,132,7207200
3,88,7207200
4,72,7207200
5,74,7207200
6,62,7207200
7,54,7207200
8,48,7207200
9,57,7207200
10,56,7207200
11,54,7207200
12,52,7207200
13,49,7207200
14,49,7207200
15,50,7207200
16,50,7207200
18,49,7207200
20,47,7207200
21,51,7207200
22,52,7207200
24,48,7207200
25,46,7207200
26,46,7207200
28,46,7207200
30,46,7207200
32,45,7207200
33,45,7207200
35,46,7207200
36,45,7207200
39,45,7207200
40,46,7207200
42,46,7207200
44,45,7207200
45,45,7207200
48,46,7207200
50,46,7207200
52,46,7207200
55,45,7207200
56,46,7207200
60,45,7207200
63,44,7207200
65,51,7207200
66,47,7207200
70,45,7207200
72,45,7207200
75,45,7207200
77,45,7207200
78,45,7207200
80,45,7207200
84,45,7207200
88,45,7207200
90,44,7207200
91,44,7207200
96,45,7207200
99,44,7207200
100,45,7207200
104,45,7207200
105,46,7207200
110,46,7207200
112,46,7207200
117,45,7207200
120,45,7207200
126,46,7207200
130,45,7207200
132,53,7207200
140,45,7207200
143,45,7207200
144,46,7207200
150,46,7207200
154,46,7207200
156,45,7207200
160,45,7207200
165,46,7207200
168,47,7207200
175,47,7207200
176,46,7207200
180,46,7207200
182,45,7207200
195,45,7207200
198,46,7207200
200,46,7207200
208,46,7207200
210,46,7207200
220,46,7207200
224,46,7207200
225,48,7207200
231,50,7207200
234,50,7207200
240,46,7207200
252,46,7207200
260,47,7207200
264,46,7207200
273,47,7207200
275,47,7207200
280,49,7207200
286,47,7207200
288,47,7207200
300,48,7207200
308,47,7207200
312,48,7207200
315,48,7207200
325,47,7207200
330,49,7207200
336,47,7207200
350,49,7207200
352,49,7207200
360,49,7207200
364,49,7207200
385,58,7207200
390,51,7207200
396,49,7207200
400,49,7207200
416,50,7207200
420,50,7207200
429,51,7207200
440,50,7207200
450,51,7207200
455,53,7207200
462,52,7207200
468,52,7207200
480,53,7207200
495,53,7207200
504,52,7207200
520,56,7207200
525,53,7207200
528,54,7207200
546,55,7207200
550,56,7207200
560,57,7207200
572,55,7207200
585,59,7207200
600,57,7207200
616,56,7207200
624,56,7207200
630,56,7207200
650,59,7207200
660,56,7207200
672,59,7207200
693,59,7207200
700,56,7207200
715,57,7207200
720,58,7207200
728,59,7207200
770,59,7207200
780,58,7207200
792,60,7207200
800,64,7207200
819,60,7207200
825,60,7207200
840,62,7207200
858,60,7207200
880,59,7207200
900,60,7207200
910,60,7207200
924,60,7207200
936,58,7207200
975,60,7207200
990,60,7207200
1001,61,7207200
1008,59,7207200
1040,63,7207200
1050,63,7207200
1056,62,7207200
1092,68,7207200
1100,62,7207200
1120,62,7207200
1144,62,7207200
1155,61,7207200
1170,65,7207200
1200,61,7207200
1232,61,7207200
1248,63,7207200
1260,62,7207200
1287,61,7207200
1300,63,7207200
1320,63,7207200
1365,60,7207200
1386,64,7207200
1400,62,7207200
1430,75,7207200
1440,71,7207200
1456,64,7207200
1540,66,7207200
1560,63,7207200
1575,66,7207200
1584,64,7207200
1638,63,7207200
1650,65,7207200
1680,64,7207200
1716,62,7207200
1760,176,7207200
1800,67,7207200
1820,65,7207200
1848,75,7207200
1872,64,7207200
1925,67,7207200
1950,67,7207200
1980,67,7207200
2002,66,7207200
2016,66,7207200
2080,66,7207200
2100,68,7207200
2145,67,7207200
2184,68,7207200
2200,67,7207200
2275,68,7207200
2288,68,7207200
2310,69,7207200
2340,78,7207200
2400,71,7207200
2464,70,7207200
2475,70,7207200
2520,72,7207200
2574,72,7207200
2600,73,7207200
2640,72,7207200
2730,74,7207200
2772,74,7207200
2800,75,7207200
2860,76,7207200
2912,76,7207200
2925,75,7207200
3003,84,7207200
3080,79,7207200
3120,78,7207200
3150,78,7207200
3168,79,7207200
3276,80,7207200
3300,80,7207200
3360,82,7207200
3432,82,7207200
3465,83,7207200
3575,85,7207200
3600,86,7207200
3640,86,7207200
3696,95,7207200
3744,87,7207200
3850,88,7207200
3900,90,7207200
3960,91,7207200
4004,91,7207200
4095,94,7207200
4200,93,7207200
4290,95,7207200
4368,98,7207200
4400,99,7207200
4550,111,7207200
4576,99,7207200
4620,101,7207200
4680,101,7207200
4950,106,7207200
5005,110,7207200
5040,110,7207200
5148,112,7207200
5200,112,7207200
5280,114,7207200
5460,127,7207200
5544,119,7207200
5600,119,7207200
5720,120,7207200
5775,125,7207200
5850,124,7207200
6006,128,7207200
6160,128,7207200
6240,140,7207200
6300,131,7207200
6435,134,7207200
6552,135,7207200
6600,139,7207200
6825,140,7207200
6864,141,7207200
6930,144,7207200
7150,155,7207200
7200,147,7207200
7280,149,7207200
7392,150,7207200
7700,156,7207200
7800,159,7207200
7920,173,7207200
8008,163,7207200
8190,164,7207200
8400,167,7207200
8580,172,7207200
8736,173,7207200
8800,175,7207200
9009,182,7207200
9100,179,7207200
9240,184,7207200
9360,182,7207200
9900,189,7207200
10010,198,7207200
10080,192,7207200
10296,195,7207200
10400,197,7207200
10725,199,7207200
10920,205,7207200
11088,214,7207200
11440,209,7207200
11550,210,7207200
11700,213,7207200
12012,220,7207200
12320,223,7207200
12600,231,7207200
12870,235,7207200
13104,245,7207200
13200,254,7207200
13650,252,7207200
13728,249,7207200
13860,258,7207200
14300,270,7207200
14560,276,7207200
15015,283,7207200
15400,294,7207200
15600,298,7207200
15840,306,7207200
16016,312,7207200
16380,326,7207200
16800,334,7207200
17160,345,7207200
17325,356,7207200
18018,373,7207200
18200,380,7207200
18480,381,7207200
18720,387,7207200
19800,417,7207200
20020,416,7207200
20475,422,7207200
20592,430,7207200
21450,442,7207200
21840,452,7207200
22176,455,7207200
22880,461,7207200
23100,472,7207200
23400,468,7207200
24024,482,7207200
25025,500,7207200
25200,501,7207200
25740,510,7207200
26208,517,7207200
26400,515,7207200
27300,530,7207200
27720,525,7207200
28600,541,7207200
30030,551,7207200
30800,579,7207200
31200,575,7207200
